,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2017-06-27,10.0,15.0,15.0,10.0,20,25000.0,0.0,0.0,0.0,0.01
1,2017-06-28,19.55,22.04,24.53,19.55,20,44080.0,33.2,46.93,7.04,0.01
2,2017-08-14,11.2,11.2,11.2,11.2,10,11200.0,0.0,-49.18,-10.84,0.0
3,2017-10-11,5.9,5.9,5.9,5.9,10,5900.0,0.0,-47.32,-5.3,0.0
4,2017-10-12,3.5,3.5,3.5,3.5,14000,4900000.0,0.0,-40.68,-2.4,4.23
5,2017-10-13,3.5,3.5,3.5,3.5,12490,4371500.0,0.0,0.0,0.0,3.77
6,2017-10-17,3.0,3.0,3.0,3.0,3000,900000.0,0.0,-14.29,-0.5,0.91
7,2017-10-18,3.0,3.0,3.0,3.0,5700,1710000.0,0.0,0.0,0.0,1.72
8,2017-10-19,3.0,3.0,3.0,3.0,2000,600000.0,0.0,0.0,0.0,0.6
9,2017-10-20,3.0,3.0,3.0,3.0,5000,1500000.0,0.0,0.0,0.0,1.51
10,2017-10-23,3.0,3.01,4.05,3.0,1080,325050.0,35.0,0.33,0.01,0.33
11,2017-10-24,3.01,3.49,3.5,3.0,7140,2492040.0,16.61,15.95,0.48,2.16
12,2017-10-25,5.2,5.2,5.2,5.2,10,5200.0,0.0,49.0,1.71,0.0
13,2018-04-17,4.0,4.0,4.0,4.0,40,16000.0,0.0,-23.08,-1.2,0.01
14,2018-04-19,4.0,4.0,4.0,4.0,70,28000.0,0.0,0.0,0.0,0.02
15,2018-04-20,4.0,4.0,4.0,4.0,50,20000.0,0.0,0.0,0.0,0.02
16,2018-04-24,4.0,4.0,4.0,4.0,15030,4512000.0,0.0,0.0,0.0,4.54
17,2018-04-25,4.0,4.0,4.0,4.0,10040,3016000.0,0.0,0.0,0.0,3.03
18,2018-04-26,4.0,4.0,4.0,4.0,30,12000.0,0.0,0.0,0.0,0.01
19,2018-04-27,2.5,2.5,2.5,2.5,10,2500.0,0.0,-37.5,-1.5,0.0
20,2018-05-14,4.0,4.0,4.0,4.0,10,4000.0,0.0,60.0,1.5,0.0
21,2018-06-01,4.0,4.0,4.0,4.0,2500,1000000.0,0.0,0.0,0.0,0.75
22,2018-06-12,4.0,4.0,4.0,4.0,430,172000.0,0.0,0.0,0.0,0.13
23,2018-06-26,4.0,4.0,4.0,4.0,430,172000.0,0.0,0.0,0.0,0.13
24,2018-09-20,2.01,2.01,2.01,2.01,10,2010.0,0.0,-49.75,-1.99,0.0
25,2018-09-27,4.0,4.0,4.0,4.0,38510,5268000.0,0.0,99.0,1.99,11.62
26,2018-09-28,7.9,7.9,7.9,7.9,10,7900.0,0.0,97.5,3.9,0.0
27,2019-03-06,6.0,6.0,6.0,6.0,10,6000.0,0.0,-24.05,-1.9,0.0
28,2019-04-19,5.5,5.5,5.5,5.5,200,110000.0,0.0,-8.33,-0.5,0.06
29,2019-05-10,4.1,4.1,4.1,4.1,760,311600.0,0.0,-25.45,-1.4,0.23
30,2019-06-04,3.03,3.03,3.03,3.03,10,3030.0,0.0,-26.1,-1.07,0.0
31,2019-07-01,3.0,3.0,3.0,3.0,60,18000.0,0.0,-0.99,-0.03,0.02
32,2019-07-05,3.5,3.5,3.5,3.5,30,10500.0,0.0,16.67,0.5,0.01
33,2019-07-09,3.5,3.5,3.5,3.5,600,210000.0,0.0,0.0,0.0,0.18
34,2019-07-10,3.6,3.6,3.6,3.6,90,32400.0,0.0,2.86,0.1,0.03
35,2019-07-15,3.8,3.8,3.8,3.8,110,41800.0,0.0,5.56,0.2,0.03
36,2019-07-16,4.01,4.01,4.01,4.01,200,80200.0,0.0,5.53,0.21,0.06
37,2019-07-17,4.01,4.01,4.01,4.01,370,148370.0,0.0,0.0,0.0,0.11
38,2019-07-19,4.1,4.1,4.1,4.1,10,4100.0,0.0,2.24,0.09,0.0
39,2019-07-22,4.5,4.5,4.5,4.5,60,27000.0,0.0,9.76,0.4,0.02
40,2019-07-24,4.7,4.7,4.7,4.7,40,18800.0,0.0,4.44,0.2,0.01
41,2019-07-25,4.71,4.71,4.71,4.71,10,4710.0,0.0,0.21,0.01,0.0
42,2019-07-26,4.7,4.9,4.9,4.7,160,78200.0,4.25,4.03,0.19,0.05
43,2019-07-29,5.0,5.0,5.0,5.0,4900,2450000.0,0.0,2.04,0.1,1.48
44,2019-07-30,5.0,5.0,5.0,5.0,6390,3195000.0,0.0,0.0,0.0,1.93
45,2019-07-31,5.0,5.0,5.0,5.0,3080,1540000.0,0.0,0.0,0.0,0.93
46,2019-08-01,5.0,5.0,5.0,5.0,1200,600000.0,0.0,0.0,0.0,0.36
47,2019-08-02,5.0,4.99,5.0,4.99,1040,519960.0,0.2,-0.2,-0.01,0.31
48,2019-08-05,4.9,4.85,4.9,4.85,90,43900.0,1.0,-2.81,-0.14,0.03
49,2019-08-06,4.8,4.8,4.8,4.8,60,28800.0,0.0,-1.03,-0.05,0.02
50,2019-08-07,4.75,4.75,4.75,4.75,20,9500.0,0.0,-1.04,-0.05,0.01
51,2019-08-21,4.75,4.75,4.75,4.75,480,228000.0,0.0,0.0,0.0,0.14
52,2019-08-22,4.75,4.75,4.75,4.75,10,4750.0,0.0,0.0,0.0,0.0
53,2019-08-23,4.75,4.75,4.75,4.75,1400,665000.0,0.0,0.0,0.0,0.42
54,2019-08-26,4.75,4.75,4.75,4.75,1100,522500.0,0.0,0.0,0.0,0.33
55,2019-08-29,5.0,5.0,5.0,5.0,940,470000.0,0.0,5.26,0.25,0.28
56,2019-08-30,5.0,5.0,5.0,5.0,1190,595000.0,0.0,0.0,0.0,0.36
57,2019-09-02,5.0,5.0,5.0,5.0,3000,1500000.0,0.0,0.0,0.0,0.91
58,2019-09-03,5.0,5.0,5.0,5.0,3000,1500000.0,0.0,0.0,0.0,0.91
59,2019-09-04,5.0,5.0,5.0,5.0,3000,1500000.0,0.0,0.0,0.0,0.91
60,2019-09-05,5.0,5.0,5.0,5.0,3000,1500000.0,0.0,0.0,0.0,0.91
61,2019-09-06,5.0,5.0,5.0,5.0,1380,690000.0,0.0,0.0,0.0,0.42
62,2019-09-09,5.0,5.0,5.0,5.0,6000,3000000.0,0.0,0.0,0.0,1.81
63,2019-09-11,5.48,5.48,5.48,5.48,100,54800.0,0.0,9.6,0.48,0.03
64,2019-09-24,5.5,5.5,5.5,5.5,620,341000.0,0.0,0.36,0.02,0.19
65,2019-12-04,6.0,6.0,6.0,6.0,100,60000.0,0.0,9.09,0.5,0.03
66,2019-12-05,6.0,6.0,6.0,6.0,30,18000.0,0.0,0.0,0.0,0.01
67,2019-12-06,6.01,6.01,6.01,6.01,20,12020.0,0.0,0.17,0.01,0.01
68,2019-12-24,5.54,5.54,5.54,5.54,10,5540.0,0.0,-7.82,-0.47,0.0
69,2020-04-13,5.98,5.98,5.98,5.98,50,29900.0,0.0,7.94,0.44,0.02
70,2020-04-16,5.92,5.9,5.92,5.9,1515,904670.0,0.33,-1.34,-0.08,0.46
71,2020-04-17,6.15,6.5,6.5,6.15,1450,885000.0,5.93,10.17,0.6,0.44
72,2020-04-20,6.89,7.38,7.38,6.88,22,15241.0,7.69,13.54,0.88,0.01
73,2020-04-22,8.05,8.01,8.26,8.01,222,178352.0,3.39,8.54,0.63,0.07
74,2020-04-23,7.51,7.51,7.51,7.51,9,6759.0,0.0,-6.24,-0.5,0.0
75,2020-04-27,8.85,8.85,8.88,8.85,77,68265.0,0.4,17.84,1.34,0.02
76,2020-04-28,8.58,8.58,8.58,8.58,12,10296.0,0.0,-3.05,-0.27,0.0
77,2020-04-30,8.58,8.58,8.58,8.58,5,4290.0,0.0,0.0,0.0,0.0
78,2020-05-06,8.55,8.55,8.55,8.55,20,17100.0,0.0,-0.35,-0.03,0.01
79,2020-05-07,7.99,7.99,7.99,7.99,20,15980.0,0.0,-6.55,-0.56,0.01
80,2020-05-19,4.12,6.99,6.99,4.12,2,1111.0,35.92,-12.52,-1.0,0.0
81,2020-05-21,7.0,7.7,7.7,7.0,330,233171.0,10.01,10.16,0.71,0.1
82,2020-05-25,7.8,7.8,7.8,7.8,20,15600.0,0.0,1.3,0.1,0.01
83,2020-06-01,7.6,7.6,7.6,7.6,10,7600.0,0.0,-2.56,-0.2,0.0
84,2020-06-02,7.6,7.8,7.8,7.6,40,30800.0,2.63,2.63,0.2,0.01
85,2020-06-08,8.0,11.77,12.0,7.99,300,244008.0,51.41,50.9,3.97,0.09
86,2020-06-09,10.99,10.98,10.99,10.98,5,5315.0,0.08,-6.71,-0.79,0.0
87,2020-06-11,16.99,16.0,16.99,16.0,12,18871.0,9.02,45.72,5.02,0.0
88,2020-06-24,9.88,9.88,9.88,9.88,259,255961.0,0.0,-38.25,-6.12,0.08
89,2020-07-02,10.0,10.0,10.0,10.0,5,4770.0,0.0,1.21,0.12,0.0
90,2020-07-10,10.0,10.0,10.0,10.0,100,100000.0,0.0,0.0,0.0,0.03
91,2020-07-13,10.0,8.08,10.0,8.02,118,114490.0,19.8,-19.2,-1.92,0.04
92,2020-07-14,8.21,9.98,9.98,8.21,104,86088.0,21.91,23.51,1.9,0.03
93,2020-07-15,8.88,8.88,8.88,8.88,10,8880.0,0.0,-11.02,-1.1,0.0
94,2020-07-22,12.0,8.02,12.0,8.02,3,3754.0,44.82,-9.68,-0.86,0.0
95,2020-07-27,9.0,9.0,9.0,9.0,10,9000.0,0.0,12.22,0.98,0.0
96,2020-08-05,9.5,9.5,9.5,9.5,101,95950.0,0.0,5.56,0.5,0.03
97,2020-08-13,9.5,9.5,9.5,9.5,2,1900.0,0.0,0.0,0.0,0.0
98,2020-08-17,9.01,9.01,9.01,9.01,10,9010.0,0.0,-5.16,-0.49,0.0
99,2020-08-25,9.85,9.85,9.85,9.85,5,4925.0,0.0,9.32,0.84,0.0
100,2020-08-27,9.8,9.8,9.8,9.8,10,9349.0,0.0,-0.51,-0.05,0.0
101,2020-08-28,9.81,9.81,9.81,9.81,100,98100.0,0.0,0.1,0.01,0.03
102,2020-09-28,9.81,9.81,9.81,9.81,140,137340.0,0.0,0.0,0.0,0.04
103,2020-09-30,10.5,10.5,10.5,10.5,21,22102.0,0.0,7.03,0.69,0.01
104,2020-10-09,10.69,10.7,10.7,10.69,79,84490.0,0.1,1.9,0.2,0.02
105,2020-10-14,9.6,9.6,9.6,9.6,100,96000.0,0.0,-10.28,-1.1,0.03
106,2020-10-15,9.5,9.5,9.5,9.5,30,28500.0,0.0,-1.04,-0.1,0.01
107,2020-10-16,6.17,6.17,6.17,6.17,2,1234.0,0.0,-35.05,-3.33,0.0
108,2020-10-19,6.69,8.31,8.31,6.69,3,2331.0,26.26,34.68,2.14,0.0
109,2020-10-20,9.98,9.98,9.98,9.98,3,2994.0,0.0,20.1,1.67,0.0
110,2020-10-21,10.05,10.0,10.05,10.0,22,22000.0,0.5,0.2,0.02,0.01
111,2020-10-22,10.2,10.2,10.2,10.2,2,2040.0,0.0,2.0,0.2,0.0
112,2020-10-23,10.98,10.98,10.98,10.98,24,26352.0,0.0,7.65,0.78,0.01
113,2020-10-27,11.38,9.38,11.38,9.38,21,23698.0,18.21,-14.57,-1.6,0.01
114,2020-10-28,7.33,10.1,10.2,7.33,7,6801.0,30.6,7.68,0.72,0.0
115,2020-10-29,10.19,10.19,10.19,10.19,2,2038.0,0.0,0.89,0.09,0.0
116,2020-11-03,9.8,9.8,9.8,9.8,22,21560.0,0.0,-3.83,-0.39,0.01
117,2020-11-04,7.67,10.28,10.28,7.67,2,1795.0,26.63,4.9,0.48,0.0
118,2020-11-05,10.0,10.0,10.0,9.8,4,3980.0,1.95,-2.72,-0.28,0.0
119,2020-11-06,10.0,10.0,10.0,10.0,2,2000.0,0.0,0.0,0.0,0.0
120,2020-11-12,9.8,9.8,9.8,9.8,43,42140.0,0.0,-2.0,-0.2,0.01
121,2020-11-17,9.68,9.0,9.68,9.0,20,18068.0,6.94,-8.16,-0.8,0.01
122,2020-11-20,7.57,9.0,9.58,7.57,22,19705.0,22.33,0.0,0.0,0.01
123,2020-11-24,9.0,9.0,9.0,9.0,5,4500.0,0.0,0.0,0.0,0.0
124,2020-11-26,9.0,8.15,9.0,8.15,50,44915.0,9.44,-9.44,-0.85,0.02
125,2020-11-27,9.0,9.0,9.0,8.4,58,52365.0,7.36,10.43,0.85,0.02
126,2020-12-09,9.5,9.5,9.5,9.5,19,18050.0,0.0,5.56,0.5,0.01
127,2020-12-18,10.0,10.0,10.0,10.0,20,19990.0,0.0,5.26,0.5,0.01
128,2020-12-23,11.0,12.0,12.0,10.0,180,205000.0,20.0,20.0,2.0,0.05
129,2021-08-16,12.88,12.54,13.28,12.33,41273,53123755.0,11.18,47.53,4.04,12.46
130,2021-08-17,12.31,12.44,12.56,11.88,11657,14161692.0,5.42,-0.8,-0.1,3.52
131,2021-08-18,12.28,12.6,13.07,12.21,4616,5849606.0,6.91,1.29,0.16,1.39
